ID,Start time,Completion time,Email,Name,Total points,Quiz feedback,Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Points - Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Feedback - Which of the following is true about your experience with TeamUp! in tutorial?  (please select all that apply),Do you have any additional feedback about TeamUp! that you would like to share?,Points - Do you have any additional feedback about TeamUp! that you would like to share?,Feedback - Do you have any additional feedback about TeamUp! that you would like to share?,Do you read the weekly newsletter?,Points - Do you read the weekly newsletter?,Feedback - Do you read the weekly newsletter?,Which of the following is true for you about the newsletter? (choose as many options as apply),Points - Which of the following is true for you about the newsletter? (choose as many options as apply),Feedback - Which of the following is true for you about the newsletter? (choose as many options as apply),Any other feedback about the newsletter?,Points - Any other feedback about the newsletter?,Feedback - Any other feedback about the newsletter?,Why not? (you can select more than one response),Points - Why not? (you can select more than one response),Feedback - Why not? (you can select more than one response),Anything else you would like to share about the newsletter?,Points - Anything else you would like to share about the newsletter?,Feedback - Anything else you would like to share about the newsletter?,Did you attend the Study Skills workshop or watch the recording?,Points - Did you attend the Study Skills workshop or watch the recording?,Feedback - Did you attend the Study Skills workshop or watch the recording?,How useful did you find the Study Skills workshop?,Points - How useful did you find the Study Skills workshop?,Feedback - How useful did you find the Study Skills workshop?,Any other feedback about the Study Skills workshop?,Points - Any other feedback about the Study Skills workshop?,Feedback - Any other feedback about the Study Skills workshop?,Did you attend the Test #1 Debrief session or watch the recording?,Points - Did you attend the Test #1 Debrief session or watch the recording?,Feedback - Did you attend the Test #1 Debrief session or watch the recording?,How useful did you find the Test #1 Debrief session?,Points - How useful did you find the Test #1 Debrief session?,Feedback - How useful did you find the Test #1 Debrief session?,Any other feedback about the Test #1 Debrief session?,Points - Any other feedback about the Test #1 Debrief session?,Feedback - Any other feedback about the Test #1 Debrief session?,Anything else you would like to share with the CHM 135 teaching team?,Points - Anything else you would like to share with the CHM 135 teaching team?,Feedback - Anything else you would like to share with the CHM 135 teaching team?,Do you feel Lab #1 increased your confidence using Excel?,Points - Do you feel Lab #1 increased your confidence using Excel?,Feedback - Do you feel Lab #1 increased your confidence using Excel?,Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Points - Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Feedback - Do you feel Lab #1 increased your confidence analyzing data (e.g. interpreting trendlines and plots)?,Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Points - Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Feedback - Did the experience using Excel in Lab 1 help you to complete the necessary Excel calculations and graphs for the other CHM135 labs?,Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.,Points - Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.,Feedback - Any additional feedback on Lab 1 that you would like the teaching team to know? Both positive feedback and constructive criticism are welcome.
303,11-9-21 15:16:01,11-9-21 15:17:16,anonymous,,,,"I find it useful to see past test questions.
;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
304,11-9-21 15:59:35,11-9-21 16:01:21,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the advice from former students.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,It left me more confused then when I started,,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
305,11-9-21 8:11:17,11-9-21 18:13:03,anonymous,,,,"I find the time allocated to TeamUp! too short.;I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
306,11-9-21 18:40:36,11-9-21 18:47:30,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,It's fun.,,,No,,,,,,,,,No,,,,,,,,,Tests are kinda hard. I feel like the class slides are too much oriented towards someone who has an iPad device and it's longer and more grueling for someone to write it all out by hand as it's too much to print especially with all the diagrams and whatnot. It lies heavy on the assumption that someone has a device to which they can follow along but that's not necessarily or a printer with enough ink to consume it all. And it would be more helpful if more problems that are more complicated would be walked through as well as a detailed explanation of the practice tests as that's really the only application to really work through and apply the content and it has less to do with memorizing but recognizing how to process and apply.,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,,,
307,11-10-21 15:17:36,11-10-21 15:23:09,anonymous,,,,"I like working through problems with my peers.
;I find it useful to see past test questions.
;",,,,,,No,,,,,,,,,"Didn't seem useful
",,,I figured it's better just to do the work than read about it.,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
308,11-10-21 17:59:38,11-10-21 18:00:48,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,It left me more confused then when I started,,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
309,11-10-21 19:16:34,11-10-21 19:18:06,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It has let me get to know some of my classmates.
;",,,,,,"At least some of the time
",,,"I like the pictures!
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,No,,,,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
310,11-10-21 20:50:19,11-10-21 20:54:51,anonymous,,,,"It has let me get to know some of my classmates.
;I like working through problems with my peers.
;",,,I think if there are more questions on TeamUp! and we spend more time going through them it would really help with our understanding of the material.,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the pictures!
;I like the tips from the teaching team.
;",,,They are informative and are really cool,,,,,,,,,No,,,,,,,,,Yes,,,Somewhat useful,,,I was hoping more questions from Test 1 could be covered in the debrief seesion,,,I'm not sure where is the best way to ask simple fact check questions. My questions can be both really long and complex but can sometimes also be quite short. I am not sue if I should just ask on Ed ,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
311,11-11-21 11:00:49,11-11-21 11:05:13,anonymous,,,,"I find it useful to see past test questions.
;It has let me get to know some of my classmates.
;",,,"This doesn't apply to me but I heard one of my friends say that her classmates in her tutorial don't listen to her opinion and sometimes they hurriedly submit the answer she believes is incorrect, so as a result she loses the teamup mark that she shouldn't.",,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the discussion board links.
;I like the tips from the teaching team.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Somewhat useful,,,,,,,,,"Yes, but I was already quite confident",,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
312,11-11-21 22:14:40,11-11-21 22:16:02,anonymous,,,,"I find it useful to see past test questions.
;It has let me get to know some of my classmates.
;I like working through problems with my peers.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;I like the information about the department (the last thing in the newsletter)
;I like the tips from the teaching team.
;",,,,,,,,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, but I was already quite confident",,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 was helpful but I was already quite comfortable with Excel",,,,,
313,11-12-21 14:10:32,11-12-21 14:13:03,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,"Instead of 1 difficult question, easier questions on different areas of the course",,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,No,,,,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
314,11-12-21 15:59:00,11-12-21 16:02:14,anonymous,,,,"I find it useful to see past test questions.
;It has let me get to know some of my classmates.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,no,,,"At least some of the time
",,,"I like the pictures!
;",,,no,,,,,,,,,Yes,,,Extremely useful,,,no,,,Yes,,,Extremely useful,,,no,,,no,,,It left me more confused then when I started,,,It left me more confused then when I started,,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,no,,
315,11-13-21 5:03:04,11-13-21 5:06:58,anonymous,,,,"I like working through problems with my peers.
;",,,NO THEY ARE ALREADY REALLY GOOD,,,"At least some of the time
",,,"I like the pictures!
;",,,IT IS REFRESHING SOMETIMES. ADD MORE PICTURES,,,,,,,,,No,,,,,,,,,No,,,,,,,,,"REMOVE EXCEL FROM LABS, MAKE LABS IN PERSON. SWITCH ON TO FLASKS NOT ON EXCEL, AS IT IS A CHEMISTRYYYYYYYYYYYYYY COURSE",,,Not really,,,Not really,,,"No, I don't feel the Excel component of Lab 1 helped me complete the Excel components of the other CHM135 labs",,,"For me chem practical is always in labs with flasks and acids, hence i really hate doing these virtual excel experiments. I love missing my old days when everybody used to smell the rotten egg smell in the lab after a particular experiment and all those crazy stuff. Pls remove this excel component.",,
316,11-13-21 14:57:32,11-13-21 16:12:22,anonymous,,,,"I like working through problems with my peers.
;I find it useful to see past test questions.
;",,,Would be nice if there was a chance to discuss about tutorial questions with peers.,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,Yes,,,Extremely useful,,,,,,Yes,,,Extremely useful,,,,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
317,11-14-21 2:41:59,11-14-21 2:45:30,anonymous,,,,"I find it useful to see past test questions.
;It is hard for me to participate because I can't turn on my camera or unmute.
;",,,No feedback,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the discussion board links.
;I like the advice from former students.
;I like the information about the department (the last thing in the newsletter)
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,I love it! ,,,,,,,,,Yes,,,Neutral,,,No comment,,,Yes,,,Somewhat useful,,,No comment,,,"I really love the way the course is organized, therefore, no feedback. ",,,"Yes, but I was already quite confident",,,"Yes, but I was already quite confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,No comment,,
318,11-14-21 19:12:10,11-14-21 19:15:40,anonymous,,,,"I like working through problems with my peers.
;",,,,,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Somewhat useful,,,,,,It would have been better if the CHM135 provided a bonus opportunity of 5 % or less in order to boost the course mark at the end of the semester. ,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
319,11-15-21 10:23:51,11-15-21 10:27:22,anonymous,,,,"I like working through problems with my peers.
;I find it useful to see past test questions.
;It's frustrating because other people in my group don't turn on their camera and/or unmute.
;",,,"I really like it. It's easy and simple. Sometimes I do get really frustrated when nobody else in my group unmutes,  talks, or responds in chat. I kind of just talk to myself and then awkwardly leave the group.",,,No,,,,,,,,,"I am overwhelmed with other things.
",,,,,,No,,,,,,,,,Yes,,,Extremely useful,,,It would be nice if the work for the other questions that we could not cover could be posted. I also really like how the session was recorded so I could reference it multiple times.,,,,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,I like how detailed the steps were for us to follow as well as the video and practical helping us further.,,
320,11-15-21 11:07:10,11-15-21 11:09:54,anonymous,,,,"It's frustrating because other people in my group don't turn on their camera and/or unmute.
;I find it useful to see past test questions.
;",,,is there anywhere where we can access a bank of all the team up questions? or is it up tp us to write them down/take a picture,,,"At least some of the time
",,,"I like the pictures!
;I like the weekly reminders.
;I like the tips from the teaching team.
;I like the discussion board links.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,Yes,,,Somewhat useful,,,,,,it would be nice if there was a little more time in tutorials to ask questions about specific concepts/textbook problems,,,"Yes, I feel much more confident using Excel",,,"Yes, I feel more confident",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
321,11-16-21 13:41:39,11-16-21 13:43:18,anonymous,,,,"I find it useful to see past test questions.
;I like working through problems with my peers.
;It is hard for me to participate because I can't turn on my camera or unmute.
;",,,,,,"At least some of the time
",,,"I like the weekly reminders.
;I like the tips from the teaching team.
;I like the discussion board links.
;The newsletter makes me feel more connected to the teaching team.
;The newsletter makes me feel more connected to the course.
;",,,,,,,,,,,,Yes,,,Somewhat useful,,,,,,No,,,,,,,,,,,,"It was good practice, but I didn’t learn anything new",,,"It was good practice, but I didn’t learn anything new",,,"Yes, I feel the Excel component of Lab 1 significantly helped me complete the other CHM135 labs more efficiently",,,,,
